Unnamed: 0,zipcode,household median,percent of household,family median,percent family,non-family median,percent non-family,weighted median,city,city rank,rank
340,15697,57955,39.0,82321,36.5,41008,42.7,70160.031,Youngwood,1.0,478.0
341,15698,42759,33.0,0,19.9,42845,54.1,37289.615,Yukon,1.0,1459.0
342,15701,46471,36.7,78078,39.7,24761,33.2,56272.475,Indiana,1.0,886.0
343,15710,55167,47.0,93333,9.4,0,82.4,34701.792,Alverda,1.0,1498.0
344,15711,58750,32.8,72188,35.3,36875,27.3,54819.239,Anita,1.0,936.0
345,15712,0,34.1,112600,50.0,14559,0.0,56300.0,Cherry Tree,1.0,885.0
346,15714,41331,47.0,54338,43.5,17685,44.0,50844.0,Northern Cambria,1.0,1088.0
347,15715,41250,50.0,42955,56.8,31000,40.0,57423.44,Big Run,1.0,837.0
348,15716,25703,47.8,0,48.7,0,45.7,12286.034,Black Lick,1.0,1656.0
349,15717,59942,42.0,72507,45.7,37917,34.9,71544.372,Blairsville,1.0,443.0
350,15721,46875,25.6,43750,25.0,46875,26.7,35453.125,Burnside,1.0,1487.0
351,15722,56429,26.9,74196,28.5,30559,23.9,43628.862,Carrolltown,1.0,1316.0
352,15724,49653,39.7,58021,37.9,24931,44.0,52671.84,Cherry Tree,2.0,1014.0
353,15725,51250,37.6,54583,44.0,38239,24.9,52808.030999999995,Clarksburg,1.0,1008.0
354,15727,53750,34.3,66458,38.8,30893,23.8,51574.488,Clarksburg,2.0,1056.0
355,15728,51103,39.3,62600,42.2,21773,28.1,52618.892,Clymer,1.0,1016.0
356,15729,50688,42.0,67125,35.9,17819,51.1,54492.34400000001,Commodore,1.0,946.0
357,15730,50833,68.0,53250,75.7,40313,46.2,93501.296,Coolspring,1.0,139.0
358,15731,47791,75.6,48750,85.5,34250,36.4,90278.246,Coral,1.0,166.0
359,15732,50000,42.0,57188,39.8,23542,45.5,54472.434,Creekside,1.0,947.0
360,15733,15341,47.1,31750,41.9,14306,42.6,26623.217,Punxsutawney,3.0,1578.0
361,15734,34886,28.3,34432,39.3,45469,0.0,23404.514,Dixonville,1.0,1608.0
362,15736,56250,26.0,66520,28.1,34750,22.0,40962.12,Elderton,1.0,1382.0
363,15737,40417,0.0,0,0.0,0,0.0,0.0,Elmora,1.0,1684.0
364,15738,36250,34.4,52917,59.5,14808,12.5,45806.615,Cherry Tree,3.0,1260.0
365,15739,62188,14.1,64896,15.3,26667,8.3,20910.957,Clymer,2.0,1624.0
366,15741,59792,24.0,73333,13.6,0,100.0,24323.368,Glen Campbell,2.0,1601.0
367,15742,47321,43.6,59028,45.0,23281,39.5,56390.551,Glen Campbell,1.0,876.0
368,15744,42000,25.0,67813,3.0,0,73.3,12534.39,Hamilton,1.0,1655.0
369,15745,0,17.5,82778,26.6,9087,0.0,22018.947999999997,Heilwood,1.0,1613.0
370,15746,31389,67.4,56250,73.9,0,60.9,62724.935999999994,Hillsdale,1.0,675.0
371,15747,46875,40.6,59688,43.7,22279,32.5,52355.581,Plumville,1.0,1026.0
372,15748,52155,32.6,63293,36.5,28140,22.8,46520.395,Homer City,1.0,1241.0
373,15750,32500,86.3,32875,84.5,0,100.0,55826.875,Josephine,1.0,901.0
374,15753,45179,39.0,54063,36.6,21667,44.4,47027.015999999996,La Jose,1.0,1221.0
375,15754,74811,66.5,72841,31.8,0,71.2,72912.753,Lucerne Mines,1.0,408.0
376,15756,36563,22.9,36750,50.0,36375,4.1,28239.302000000003,Shelocta,2.0,1565.0
377,15757,40515,44.5,46364,44.7,29250,43.8,51565.383,Mahaffey,1.0,1057.0
378,15759,57583,42.8,67208,47.0,24479,28.8,63283.236,Marion Center,1.0,654.0
379,15760,48056,11.1,0,12.5,0,0.0,5334.2159999999985,Marsteller,1.0,1671.0
380,15761,37750,41.0,38750,12.0,0,92.9,20127.5,Mentcle,1.0,1628.0
381,15762,74500,29.7,84211,31.9,32750,18.3,54983.059,Nicktown,1.0,930.0
382,15764,50227,37.8,51719,37.3,0,40.0,38276.992999999995,Oliveburg,1.0,1444.0
383,15765,70333,35.6,79583,35.0,43676,37.7,69358.45,Penn Run,1.0,501.0
384,15767,43653,40.1,57253,42.1,25893,36.4,51033.418,Punxsutawney,2.0,1083.0
385,15770,63056,60.2,80750,55.7,19821,70.4,96891.446,Ringgold,1.0,119.0
386,15771,47059,38.6,52969,33.2,24934,49.6,48117.746,Rochester Mills,1.0,1192.0
387,15772,47768,48.6,65040,49.0,14840,41.2,61198.928,Rossiter,1.0,724.0
388,15773,53235,24.8,57500,24.2,25833,22.5,32929.705,Saint Benedict,1.0,1524.0
389,15774,64750,42.4,70474,42.0,36633,41.2,72145.87599999999,Shelocta,1.0,427.0
390,15775,42256,37.8,58006,42.7,33698,26.5,49671.3,Northern Cambria,2.0,1129.0
391,15776,33750,24.1,0,38.9,0,0.0,8133.75,Sprankle Mills,1.0,1663.0
392,15777,0,45.2,48636,30.8,0,68.8,14979.888,Starford,1.0,1645.0
393,15778,78125,53.8,102500,61.1,21250,18.2,108526.25,Timblin,1.0,65.0
394,15779,62857,70.0,64107,68.4,0,100.0,87849.088,Derry,1.0,188.0
395,15780,60536,50.9,61071,53.7,0,0.0,63607.950999999994,Punxsutawney,1.0,644.0
396,15781,48125,14.3,60714,7.7,27917,25.0,18536.103,Punxsutawney,4.0,1633.0
397,15783,53194,25.7,54167,14.3,0,71.4,21416.738999999998,West Lebanon,1.0,1621.0
398,15784,68750,43.5,76250,31.3,0,71.4,53772.5,Worthville,1.0,969.0
399,15801,53634,35.0,66928,38.0,32080,29.1,53539.82,DuBois,1.0,981.0
400,15821,45341,32.8,46111,25.0,36563,44.0,42487.318,Benezett,1.0,1343.0
401,15823,54338,31.3,72938,32.4,31875,29.7,50106.581,Brockport,1.0,1112.0
402,15824,50838,32.6,64769,31.2,30409,34.8,47363.448,Brockway,1.0,1216.0
403,15825,57960,33.6,66419,33.8,33523,31.5,52483.927,Brookville,2.0,1018.0
404,15827,68438,18.9,75792,22.4,0,10.8,29912.19,Byrnedale,1.0,1556.0
405,15828,31667,35.2,58750,34.7,24250,35.6,40166.034,Clarington,1.0,1407.0
406,15829,61250,36.9,62969,38.6,30313,25.2,54546.16,Corsica,1.0,944.0
407,15832,33333,34.1,45625,38.7,19028,28.1,34370.296,Driftwood,1.0,1502.0
408,15834,40675,25.4,50663,24.5,26098,26.6,29685.952999999998,Emporium,1.0,1560.0
409,15840,50887,36.7,59728,40.6,31181,29.3,52061.13,Falls Creek,1.0,1040.0
410,15841,37813,36.1,43382,33.1,0,11.1,28009.935,Force,1.0,1567.0
411,15845,48011,38.0,58542,37.1,33939,30.9,50450.413,Johnsonburg,1.0,1103.0
412,15846,73230,32.3,79688,27.4,40486,41.8,62410.95,Kersey,1.0,685.0
413,15847,38594,50.8,44792,52.9,26458,46.7,55656.606,Brookville,1.0,908.0
414,15848,42813,32.6,58375,32.5,24926,32.8,41104.641,Luthersburg,1.0,1380.0
415,15849,51250,36.3,65820,38.1,32847,33.2,54586.374,Penfield,1.0,943.0
416,15851,50308,35.3,65199,34.3,26226,34.2,49091.273,Reynoldsville,1.0,1159.0
417,15853,54081,26.7,63850,25.1,31474,28.2,39341.645,Ridgway,1.0,1427.0
418,15856,51053,29.6,65208,34.0,40221,20.2,45407.05,Rockton,1.0,1272.0
419,15857,54970,30.1,73866,30.8,27272,28.0,46932.858,St. Marys,1.0,1227.0
420,15860,56118,41.1,67717,43.4,29688,35.4,62963.227999999996,Sigel,1.0,665.0
421,15861,35625,55.3,45000,50.0,28929,55.3,58198.362,Sinnemahoning,1.0,807.0
422,15863,41607,19.8,56250,23.1,24107,15.4,24944.414,Stump Creek,1.0,1594.0
423,15864,48958,35.7,58542,34.7,23000,32.2,45198.08,Summerville,1.0,1279.0
424,15865,40560,47.0,51250,53.7,27292,38.0,56955.41,Sykesville,1.0,856.0
425,15866,54583,43.2,69000,50.0,26875,33.3,67029.231,Troutville,1.0,553.0
426,15868,55417,37.1,68468,34.9,19808,35.8,51546.303,Weedville,1.0,1059.0
427,15870,48816,32.5,66406,32.6,31838,29.6,46937.60400000001,Wilcox,1.0,1226.0
428,15901,19022,39.7,36511,39.7,13945,39.7,27582.766,Johnstown,5.0,1571.0
429,15902,35883,32.3,47153,35.2,22286,26.3,34049.282999999996,Johnstown,4.0,1510.0
430,15904,57212,25.0,78838,20.1,26903,31.1,38516.271,Johnstown,3.0,1440.0
431,15905,56309,29.2,74830,25.5,32226,33.5,46319.587999999996,Johnstown,2.0,1247.0
432,15906,33658,28.0,39507,31.2,22124,23.6,26971.688,Johnstown,6.0,1576.0
433,15909,52333,34.5,61724,34.8,29844,30.3,48577.569,Johnstown,1.0,1171.0
434,15920,60893,30.6,71964,39.9,23587,11.8,50130.16,Armagh,1.0,1110.0
435,15921,42500,19.6,0,57.1,42880,12.8,13818.64,Beaverdale,1.0,1652.0
436,15922,26475,22.9,36607,54.0,0,0.0,25830.555,Ebensburg,3.0,1586.0
437,15923,54375,44.6,79063,44.0,26250,46.5,71245.22,Bolivar,1.0,452.0
438,15924,59500,29.2,63269,32.8,42813,23.0,47973.222,Cairnbrook,1.0,1195.0
439,15925,63125,28.6,70833,28.3,31875,29.4,47470.739,Cassandra,1.0,1210.0
440,15926,55170,40.1,72000,40.8,24196,38.5,60814.63,Central City,1.0,734.0
441,15927,45455,22.0,78194,21.1,0,23.0,26499.034,Colver,1.0,1581.0
442,15928,57404,23.6,91786,31.9,33494,9.8,46109.49,Davidsville,1.0,1251.0
443,15930,33079,0.0,33567,0.0,0,0.0,0.0,Windber,2.0,1684.0
444,15931,55670,30.7,75872,37.0,37645,19.0,52315.88,Ebensburg,2.0,1030.0
445,15935,66574,32.3,71981,27.3,28349,51.5,55753.95,Hollsopple,1.0,904.0
446,15936,57813,27.1,75365,22.3,22396,39.3,41275.346,Hooversville,1.0,1374.0
447,15937,48536,22.2,71926,7.4,36488,40.0,30692.716,Jerome,1.0,1550.0
448,15938,52905,32.7,64868,39.3,21250,14.8,45938.059,Lilly,1.0,1255.0
449,15940,78021,32.5,86033,29.3,37500,38.9,65151.99400000001,Loretto,1.0,605.0
450,15942,66520,32.5,79722,35.4,38603,24.2,59182.514,Mineral Point,1.0,778.0
451,15943,40897,29.0,56326,31.9,16567,24.2,33837.337999999996,Nanty Glo,1.0,1512.0
452,15944,59741,39.9,65577,45.9,32685,22.8,61388.682,New Florence,1.0,718.0
453,15946,50714,30.2,67109,29.3,27543,30.9,43489.352,Portage,1.0,1322.0
454,15948,58523,64.9,68625,73.4,0,0.0,88352.177,Ebensburg,1.0,182.0
455,15949,43618,35.1,60625,49.3,25250,7.2,47016.043,Robinson,1.0,1224.0
456,15951,34452,39.3,48901,53.3,31890,24.4,47385.029,St. Michael,1.0,1214.0
457,15952,56016,39.7,63462,28.3,11157,83.7,49536.50700000001,Salix,1.0,1136.0
458,15954,41250,32.3,55000,34.9,16017,25.3,36571.051,Seward,1.0,1470.0
459,15955,45982,20.8,58194,24.7,30714,11.1,27347.428,Sidman,1.0,1573.0
460,15956,42351,21.3,64630,21.8,24671,19.2,27846.935,South Fork,1.0,1569.0
461,15957,67386,47.2,83125,49.2,0,37.8,72703.692,Strongstown,1.0,411.0
462,15958,63641,26.0,74444,26.1,32411,19.5,42296.68900000001,Summerhill,1.0,1347.0
463,15960,52763,30.6,44000,32.3,53289,29.0,45811.288,Twin Rocks,1.0,1259.0
464,15961,53000,31.6,61750,26.8,23875,43.2,43611.0,Vintondale,1.0,1317.0
465,15962,44375,35.5,73750,28.8,38750,44.4,54198.125,Wilmore,1.0,951.0
466,15963,48266,31.2,72660,30.7,27474,29.0,45333.072,Windber,1.0,1275.0
467,16001,55214,33.8,76379,33.3,31033,33.3,54430.528,Butler,2.0,950.0
468,16002,63310,38.8,78641,39.0,27396,38.0,65644.75,Butler,1.0,586.0
469,16020,54821,39.3,64306,45.8,41458,21.5,59910.27099999999,Boyers,1.0,760.0
470,16022,63281,35.5,63281,36.1,20000,33.3,51969.195999999996,Bruin,1.0,1044.0
471,16023,49000,35.8,72212,32.2,23716,42.2,50802.416,Cabot,1.0,1090.0
472,16024,68750,28.4,85000,32.9,24583,10.0,49948.3,Callery,1.0,1116.0
473,16025,70615,38.2,83239,39.6,33661,34.2,71449.636,Chicora,1.0,445.0
474,16027,48125,16.8,59063,14.7,41364,23.1,26322.345,Connoquenessing,1.0,1582.0
475,16028,47125,37.3,65625,40.9,21641,30.7,51062.037000000004,East Brady,1.0,1081.0
476,16029,46923,34.6,47607,40.1,38558,19.2,42728.901,East Butler,1.0,1339.0
477,16030,50313,30.8,58594,34.5,23750,20.0,40461.334,Eau Claire,1.0,1398.0
478,16033,81432,26.6,85547,31.0,54009,16.4,57037.958,Evans City,1.0,848.0
479,16034,82321,25.9,88125,22.8,32813,38.6,54079.457,Fenelton,1.0,956.0
480,16035,117656,60.6,117656,60.6,0,0.0,142599.072,Slippery Rock,1.0,18.0
481,16036,49583,32.1,68542,34.6,20000,23.3,44291.675,Foxburg,1.0,1301.0
482,16037,83607,27.4,98438,27.9,45893,25.1,61891.663,Harmony,1.0,708.0
483,16038,69931,38.6,81919,42.0,40063,29.7,73298.057,Harrisville,1.0,400.0
484,16040,65972,36.8,79063,37.5,21806,34.6,61471.197,Hilliards,1.0,717.0
485,16041,55682,34.0,68393,34.1,19327,33.9,48805.746,Karns City,1.0,1165.0
486,16045,66705,34.5,83667,29.6,38750,51.6,67773.657,Lyndora,1.0,535.0
487,16046,110367,30.4,130532,29.1,65856,32.9,93203.004,Mars,1.0,143.0
488,16048,80938,28.6,81406,30.8,0,0.0,48221.316,Petrolia,2.0,1189.0
489,16049,49331,37.2,63083,34.2,26558,43.7,51531.364,Parker,1.0,1060.0
490,16050,58750,44.4,69022,50.5,33482,25.9,69612.948,Petrolia,1.0,493.0
491,16051,63988,35.6,85865,34.5,31971,37.8,64488.191,Portersville,1.0,625.0
492,16052,70045,35.1,80274,34.3,38661,37.4,66578.991,Prospect,1.0,572.0
493,16053,79630,34.3,93201,32.1,44104,39.8,74784.003,Renfrew,1.0,371.0
494,16054,44000,29.9,52083,35.1,34375,20.6,38518.383,Foxburg,2.0,1439.0
495,16055,83275,36.5,103642,37.0,44545,34.8,84244.575,Sarver,1.0,228.0
496,16056,62059,29.2,85938,28.8,35275,29.9,53418.597,Saxonburg,1.0,986.0
497,16057,53750,34.4,84667,36.5,26470,31.2,57652.095,Slippery Rock,2.0,828.0
498,16059,79393,32.4,102813,25.6,42500,47.0,72018.46,Valencia,1.0,435.0
499,16061,65732,46.8,77917,47.3,46250,45.6,88707.317,West Sunbury,1.0,179.0
500,16063,63598,32.7,102534,27.6,41654,39.6,65590.914,Zelienople,1.0,589.0
501,16066,108249,24.8,127045,23.7,63670,27.1,74209.98700000001,Cranberry Township,1.0,387.0
502,16101,42917,33.9,55865,33.9,24779,31.8,41366.82,New Castle,2.0,1371.0
503,16102,45299,28.1,58348,27.9,23814,26.8,35390.263,New Castle,3.0,1488.0
504,16105,62763,32.3,83177,34.6,31051,28.6,57932.277,New Castle,1.0,816.0
505,16110,67250,48.3,73750,47.0,0,53.1,67144.25,Adamsville,1.0,550.0
506,16111,46094,34.5,59688,30.5,25000,45.0,45357.27,Atlantic,1.0,1273.0
507,16112,75156,29.3,89489,24.0,26716,38.6,53810.444,Bessemer,1.0,966.0
508,16113,84167,37.0,87778,38.2,45000,33.3,79657.98599999999,Clark,1.0,283.0
509,16114,63571,45.9,66167,42.9,35000,56.0,77164.732,Clarks Mills,1.0,326.0
510,16115,60273,22.6,80189,23.8,31042,20.3,39008.206,Darlington,1.0,1429.0
511,16116,53169,41.8,59821,40.5,21992,45.8,56524.483,Edinburg,1.0,874.0
512,16117,56800,36.1,70559,33.8,34844,38.5,57768.682,Ellwood City,1.0,821.0
513,16120,60278,35.1,63167,34.7,50417,34.3,60369.558,Enon Valley,1.0,749.0
514,16121,25261,44.0,28906,41.9,18885,45.5,31819.129,Farrell,1.0,1535.0
515,16123,89915,33.9,97917,35.0,54000,29.3,80574.135,Fombell,1.0,273.0
516,16124,50060,34.3,60250,33.6,32763,36.1,49242.023,Fredonia,1.0,1151.0
517,16125,49790,25.8,63787,27.3,30722,21.0,36711.291,Greenville,1.0,1467.0
518,16127,60394,30.4,80313,29.5,31238,27.8,50736.275,Grove City,1.0,1092.0
519,16130,47200,31.8,54531,34.4,26250,25.3,40409.513999999996,Hadley,1.0,1399.0
520,16131,61136,26.1,67969,30.1,27292,12.1,39717.497,Hartstown,1.0,1420.0
521,16132,29625,26.0,0,30.8,30337,22.5,14528.325,Hillsville,1.0,1647.0
522,16133,65250,37.1,75000,40.4,40750,26.0,65102.75,Jackson Center,1.0,607.0
523,16134,46641,33.8,51215,36.7,26406,25.8,41373.311,Jamestown,1.0,1370.0
524,16136,55179,30.8,58125,34.8,49583,21.1,47684.645,Koppel,1.0,1202.0
525,16137,58408,33.0,75539,34.7,29233,28.3,53759.612,Mercer,1.0,970.0
526,16140,63859,40.2,89722,61.4,21042,0.0,80760.62599999999,Pulaski Township,1.0,268.0
527,16141,55729,34.3,61689,37.4,27500,25.3,49144.233,New Galilee,1.0,1154.0
528,16142,62500,35.8,74914,36.3,35608,33.0,61319.422,New Wilmington,1.0,721.0
529,16143,57669,36.3,78571,31.2,42153,42.6,63405.177,Pulaski Township,2.0,650.0
530,16145,49825,31.1,63750,32.8,29438,28.0,44648.215,Sandy Lake,1.0,1294.0
531,16146,31837,32.0,50160,31.0,21650,30.6,32362.34,Sharon,1.0,1530.0
532,16148,59662,30.3,77394,30.4,32024,30.2,51276.61,Hermitage,1.0,1071.0
533,16150,52222,25.7,71610,23.2,24421,30.0,37360.873999999996,Sharpsville,1.0,1456.0
534,16151,56406,29.0,57321,23.8,48750,40.0,49500.138,Sheakleyville,1.0,1138.0
535,16153,55862,27.0,79313,28.0,33309,25.3,45717.557,Stoneboro,1.0,1265.0
536,16154,64250,29.8,82031,32.4,36000,23.2,54076.544,Transfer,1.0,957.0
537,16155,22426,79.6,0,70.0,21691,82.1,35659.407,Pulaski Township,3.0,1484.0
538,16156,57050,33.8,71450,37.0,31337,25.7,53773.00900000001,Volant,1.0,968.0
539,16157,54676,30.4,69400,30.3,32760,30.4,47608.74400000001,Wampum,1.0,1206.0
540,16159,58420,30.6,75896,25.2,34234,42.6,51585.996,West Middlesex,1.0,1055.0
541,16160,35795,30.6,37440,32.2,25856,29.0,30507.19,West Pittsburg,1.0,1553.0
542,16161,38170,25.1,47917,25.6,32188,24.7,29797.857999999997,Wheatland,1.0,1558.0
543,16201,55758,36.4,72170,33.1,30146,41.9,56815.356,Kittanning,1.0,863.0
544,16210,46000,31.7,70865,39.6,19205,17.4,45986.21,Adrian,1.0,1254.0
545,16211,36250,20.6,55000,31.8,30714,0.0,24957.5,Home,2.0,1593.0
546,16212,37250,24.1,58750,26.8,23056,18.9,29079.834,Cadogan,1.0,1563.0
547,16213,38750,53.2,47250,40.7,35179,62.9,61973.34099999999,Callensburg,1.0,703.0
548,16214,43188,28.4,76500,30.7,20913,26.0,41188.272000000004,Clarion,1.0,1378.0
549,16217,40208,64.3,45208,83.3,31563,45.2,77778.484,Cooksburg,1.0,320.0
550,16218,60156,41.5,72634,45.1,31250,29.6,66972.674,Cowansville,1.0,556.0
551,16222,49653,39.5,58846,40.7,24500,35.2,52187.25700000001,Dayton,1.0,1034.0
552,16223,32000,25.0,46563,9.8,18523,41.0,20157.604,New Bethlehem,3.0,1627.0
553,16224,64583,34.1,68203,34.9,38333,30.3,57440.549000000006,Fairmount City,1.0,836.0
554,16226,51592,36.1,65319,36.2,22833,35.4,50353.072,Ford City,2.0,1105.0
555,16228,41750,31.4,60000,25.5,28750,39.7,39823.25,Ford Cliff,1.0,1418.0
556,16229,67462,32.0,79853,35.6,36713,23.8,58753.20200000001,Freeport,1.0,792.0
557,16230,42917,31.1,50000,29.1,21250,33.9,35100.937000000005,Hawthorn,1.0,1492.0
558,16232,48021,34.3,54231,30.7,33008,40.7,46554.376,Knox,1.0,1239.0
559,16233,69688,38.3,83615,42.9,17750,27.3,67407.089,Leeper,1.0,545.0
560,16235,67037,36.7,81250,43.4,30139,16.9,64958.57,Lucinda,1.0,612.0
561,16236,0,46.4,67917,81.3,0,0.0,55216.52099999999,Ford City,1.0,918.0
562,16238,67019,46.8,81607,38.7,65250,60.6,102488.30099999999,Manorville,1.0,81.0
563,16239,40833,22.0,45101,24.4,25083,17.3,24327.263,Marienville,1.0,1600.0
564,16240,49837,36.0,62750,33.8,24677,37.3,48355.34099999999,Mayport,1.0,1182.0
565,16242,48902,35.6,65000,38.7,24091,28.2,49357.77400000001,New Bethlehem,2.0,1146.0
566,16244,58971,36.1,40833,34.0,0,57.1,35171.751000000004,Rural Valley,2.0,1490.0
567,16245,45417,40.2,60139,63.3,34063,18.9,62763.528,New Bethlehem,1.0,673.0
568,16246,38438,56.2,42500,51.5,17188,28.6,48405.424000000006,Home,1.0,1179.0
569,16248,48963,32.0,59444,31.8,25893,32.1,42883.005,Rimersburg,1.0,1336.0
570,16249,59947,45.9,79167,41.3,32750,54.0,77896.644,Rural Valley,1.0,319.0
571,16250,0,35.5,24643,28.9,0,75.0,7121.8269999999975,Sagamore,1.0,1665.0
572,16253,59375,33.3,67083,28.0,0,37.5,38555.115,Seminole,1.0,1438.0
573,16254,55435,34.3,66071,31.9,31902,36.7,51798.888,Shippenville,1.0,1051.0
574,16255,47381,32.6,64519,30.7,30703,36.5,46460.13400000001,Sligo,1.0,1243.0
575,16256,41500,53.1,46731,54.1,23333,47.4,58377.812999999995,Smicksburg,1.0,801.0
576,16258,49250,31.8,71786,33.1,20417,23.0,44118.575999999994,Strattanville,1.0,1307.0
577,16259,48506,54.5,58125,54.1,25871,50.6,70972.121,Templeton,1.0,461.0
578,16260,44038,31.3,0,11.1,23452,50.0,25509.894,Vowinckel,1.0,1588.0
579,16262,58913,43.9,81108,42.7,36908,40.1,75296.031,Worthington,1.0,360.0
580,16263,72865,32.0,73542,36.7,0,0.0,50306.71400000001,Yatesboro,1.0,1106.0
581,16301,47072,27.5,58373,28.7,27322,24.5,36391.741,Oil City,1.0,1473.0
582,16311,67500,30.0,84000,37.0,31250,14.5,55861.25,Carlton,1.0,899.0
583,16313,47115,33.5,52778,37.5,23654,25.0,41488.775,Clarendon,2.0,1368.0
584,16314,56596,31.4,62275,29.6,34572,34.6,48166.456,Cochranton,1.0,1191.0
585,16316,59212,34.2,76154,39.6,40724,25.7,60873.556,Conneaut Lake,1.0,731.0
586,16317,49406,32.6,56333,31.3,33304,35.9,45694.721,Cooperstown,1.0,1266.0
587,16319,52426,21.8,67917,24.4,38974,15.3,33963.638,Cranberry,1.0,1511.0
588,16322,27188,40.4,55938,85.0,0,7.4,58531.252,Endeavor,1.0,798.0
589,16323,51135,27.0,63438,27.2,27185,23.1,37341.321,Franklin,1.0,1457.0
590,16326,49954,48.1,75729,49.5,29167,42.3,73851.37,Fryburg,1.0,391.0
591,16327,62431,32.1,72120,31.1,27143,33.5,51562.575999999994,Guys Mills,1.0,1058.0
592,16328,42083,16.4,46250,10.6,34167,35.7,24001.731,Hydetown,1.0,1604.0
593,16329,59706,37.3,65000,30.7,22000,44.7,52059.337999999996,Irvine,1.0,1041.0
594,16331,67969,60.9,66250,50.0,0,72.7,74518.121,Kossuth,1.0,378.0
595,16332,183000,0.0,183000,0.0,0,0.0,0.0,Lickingville,1.0,1684.0
596,16333,44750,28.9,80000,31.3,19375,24.4,42700.25,Ludlow,1.0,1340.0
597,16334,68571,23.1,62917,25.7,105163,18.2,51149.236,Marble,1.0,1078.0
598,16335,49555,31.6,63975,28.6,28400,33.6,43498.63,Meadville,1.0,1321.0
599,16340,57969,28.9,68882,30.2,29688,25.6,45155.532999999996,Pittsfield,1.0,1281.0
600,16341,51331,22.4,57500,23.6,28750,19.8,30760.644,Pleasantville,1.0,1549.0
601,16342,63304,32.6,64156,33.4,48750,29.2,56300.208,Polk,1.0,884.0
602,16343,54821,39.0,66620,31.6,41570,52.9,64422.64,Reno,1.0,626.0
603,16344,48571,25.3,57000,29.2,24423,19.1,33597.256,Rouseville,1.0,1517.0
604,16345,80337,32.4,91875,30.7,31908,37.9,66327.945,Russell,1.0,574.0
605,16346,52304,25.8,61719,22.6,25373,29.5,34927.961,Seneca,1.0,1496.0
606,16347,41679,43.5,44808,38.8,28490,42.2,47538.64900000001,Sheffield,1.0,1208.0
607,16350,47617,39.9,52813,46.7,26875,21.2,49360.35400000001,Sugar Grove,1.0,1145.0
608,16351,40801,34.0,46484,34.7,27667,30.5,38440.723,Tidioute,1.0,1441.0
609,16352,59375,33.3,67917,35.6,35000,30.0,54450.32700000001,Clarendon,1.0,949.0
610,16353,45270,34.5,57500,32.0,31154,37.0,45545.13,Tionesta,2.0,1270.0
611,16354,44321,25.5,54792,26.7,27121,21.3,31708.092,Titusville,1.0,1537.0
612,16360,50556,19.4,58333,18.1,31875,23.9,27984.262000000002,Townville,1.0,1568.0
613,16362,58750,21.0,68500,17.5,40469,26.7,35130.223,Utica,1.0,1491.0
614,16364,63542,24.8,67109,27.0,27069,13.9,37640.43700000001,Venus,1.0,1449.0
615,16365,51091,34.9,67844,36.5,31206,31.5,52423.709,Warren,1.0,1023.0
616,16370,42188,44.8,45625,54.1,35000,31.7,54678.349,Tionesta,1.0,941.0
617,16371,46552,30.8,60643,29.7,21944,32.6,39502.731,Youngsville,1.0,1425.0
618,16372,43750,16.5,51923,26.8,19569,2.0,21525.494,Clintonville,1.0,1617.0
619,16373,57000,33.8,71563,34.8,30250,31.6,53728.924000000006,Emlenton,1.0,972.0
620,16374,43250,38.4,56875,39.5,31364,35.5,50207.845,Kennerdell,1.0,1108.0
621,16401,51470,35.5,66528,34.6,28813,35.3,51461.527,Albion,1.0,1063.0
622,16402,60500,45.4,66250,40.9,46458,52.3,78860.784,Bear Lake,1.0,299.0
623,16403,58203,35.8,70104,34.7,37961,36.8,59132.41,Cambridge Springs,1.0,783.0
624,16404,52500,35.5,62446,40.9,23583,20.7,49059.595,Centerville,1.0,1160.0
625,16405,65000,42.9,74861,45.9,29063,34.2,72185.745,Columbus,1.0,424.0
626,16406,55445,35.7,59643,30.8,39107,47.6,56778.84099999999,Conneautville,1.0,866.0
627,16407,45717,27.8,57228,31.2,25389,21.5,36023.097,Corry,1.0,1479.0
628,16410,80708,44.4,90694,46.7,39250,28.8,89492.45,Cranesville,1.0,174.0
629,16411,75571,35.9,82438,36.8,50139,33.8,74414.155,East Springfield,1.0,383.0
630,16412,54641,48.2,74967,48.4,32131,46.6,77594.036,Edinboro,1.0,323.0
631,16415,96366,29.9,102574,28.8,35907,34.2,70634.94,Fairview,1.0,468.0
632,16416,60417,65.0,38333,45.2,60917,86.8,109473.522,Garland,1.0,63.0
633,16417,67225,39.2,78607,37.7,28963,43.0,68441.129,Girard,1.0,518.0
634,16420,38125,23.3,39750,20.6,30556,31.0,26543.985,Grand Valley,1.0,1580.0
635,16421,68784,43.2,83214,41.3,0,47.1,64082.07,Harborcreek,1.0,635.0
636,16422,38333,48.5,70268,57.6,23516,32.7,66755.605,Harmonsburg,1.0,564.0
637,16423,59028,33.7,63571,32.7,49524,33.5,57270.693,Lake City,1.0,843.0
638,16424,49750,36.6,62287,39.1,29449,31.5,51839.152,Linesville,1.0,1049.0
639,16426,63889,31.7,81667,31.9,33182,31.3,56690.552,McKean,1.0,869.0
640,16427,44750,41.3,32188,51.9,38750,33.3,48091.072,Waterford,2.0,1193.0
641,16428,63616,33.5,74330,32.2,41382,34.7,59605.174000000006,North East,1.0,767.0
642,16433,60032,36.8,63877,38.0,29550,33.3,56205.185999999994,Saegertown,1.0,888.0
